ID,value,LAT,LON,ELEV,NAME
US1TXAC0002,15.6129568106312,33.8281,-98.5492,305.7,WICHITA FALLS 5.2 SSW         
US1TXAC0003,21.4149659863946,33.5838,-98.6298,323.7,ARCHER CITY 0.7 SSW           
US1TXAG0001,27.4731861198738,31.3213,-94.8445,91.1,LUFKIN 7.0 W                  
US1TXAG0002,29.6329824561404,31.1464,-94.3856,94.2,ZAVALLA 2.0 ESE               
US1TXAG0003,36.2715736040609,31.3034,-94.7627,75.3,LUFKIN 3.0 SW                 
US1TXAR0005,23.5517477724469,28.0497,-97.0531,4.9,ROCKPORT 0.6 N                
US1TXAR0006,19.1902368987796,28.0825,-97.0626,3.4,ROCKPORT 3.0 NNW              
US1TXAR0008,16.7225042301184,27.9727,-97.1349,6.1,ARANSAS PASS 6.1 NNW          
US1TXAS0002,21.8503236245955,29.8925,-96.489,118.9,NEW ULM 0.1 ENE               
US1TXAS0004,18.9632738719832,29.9515,-96.2544,84.4,BELLVILLE 0.4 NE              
US1TXAS0005,26.5315391084945,29.7757,-96.1581,59.1,SEALY 0.3 WNW                 
US1TXAS0006,26.0824915824916,29.8029,-96.1211,55.8,SAN FELIPE 1.0 WNW            
US1TXAS0007,34.4582763337893,29.7967,-96.1394,53.6,SEALY 1.9 NNE                 
US1TXAT0001,17.9816513761468,29.0654,-98.516,146,POTEET 4.1 ENE                
US1TXAT0021,13.9875222816399,28.9789,-98.5837,139.6,JOURDANTON 5.2 NNW            
US1TXAT0026,17.8147368421053,29.0478,-98.655,155.8,POTEET 4.9 W                  
US1TXBEE017,18.0538336052202,28.5335,-97.7747,95.4,NORMANNA 0.5 ENE              
US1TXBEL001,22.3418066273264,31.0229,-97.2493,158.5,TEMPLE 8.5 SE                 
US1TXBEL002,23.1323141802847,31.0855,-97.4649,189.9,BELTON 1.2 N                  
US1TXBEL005,25.8673670387393,31.076,-97.6773,256,HARKER HEIGHTS 1.7 NW         
US1TXBEL008,23.4387254901961,31.1239,-97.4733,210.9,BELTON 3.9 N                  
US1TXBEL009,24.4576163161249,31.1231,-97.5284,230.4,BELTON 5.4 NW                 
US1TXBEL010,21.5856031128405,30.9294,-97.524,205.1,SALADO 1.5 S                  
US1TXBEL016,27.1320224719101,31.0306,-97.3496,173.1,TEMPLE 4.7 S                  
US1TXBEL021,23.2556862745098,31.0264,-97.2539,159.1,TEMPLE 8.1 SE                 
US1TXBEL023,22.7010869565217,31.067,-97.4564,175.6,BELTON 0.4 E                  
US1TXBEL024,20.8515021459227,31.0984,-97.4816,203.9,BELTON 2.3 NNW                
US1TXBEL025,20.659035159444,31.0581,-97.7326,279.2,KILLEEN 2.9 SSW               
US1TXBEL027,21.4306878306878,31.1636,-97.2694,188.7,TROY 3.1 SE                   
US1TXBEL028,27.7696793002916,31.1022,-97.4426,176.2,TEMPLE 4.7 W                  
US1TXBEL029,24.5063752276867,31.0529,-97.3897,180.4,TEMPLE 3.5 SSW                
US1TXBLC004,24.9754901960784,30.2589,-98.5274,410.9,JOHNSON CITY 7.3 W            
US1TXBLC006,21.2576335877863,30.0912,-98.3297,366.4,BLANCO 5.5 E                  
US1TXBLC010,21.3850931677019,30.3055,-98.4088,358.1,JOHNSON CITY 2.2 N            
US1TXBLC012,22.6837769328264,30.0921,-98.3927,387.1,BLANCO 1.8 ESE                
US1TXBLC016,20.628453038674,30.2835,-98.4103,357.5,JOHNSON CITY 0.7 NNW          
US1TXBLC020,15.2265625,30.3004,-98.5435,438.6,JOHNSON CITY 7.9 WNW          
US1TXBND002,17.3501805054152,29.7437,-99.5323,513.9,VANDERPOOL 1.4 SE             
US1TXBND008,17.1643835616438,29.7453,-98.9804,396.5,PIPE CREEK 3.0 NW             
US1TXBND013,19.8011667476908,29.711,-98.9123,396.2,PIPE CREEK 1.5 SE             
US1TXBND019,27.0505279034691,29.6212,-98.9364,376.4,LAKEHILLS 1.2 NNE             
